O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology
53-6051.01,Aviation Inspectors,Data entry software,43232306,Data base user interface and query software,Y
53-6051.01,Aviation Inspectors,Enterprise resource planning ERP software,43231602,Enterprise resource planning ERP software,Y
53-6051.01,Aviation Inspectors,Microsoft Access,43232306,Data base user interface and query software,Y
53-6051.01,Aviation Inspectors,Microsoft Active Server Pages ASP,43232408,Web platform development software,Y
53-6051.01,Aviation Inspectors,Microsoft Excel,43232110,Spreadsheet software,Y
53-6051.01,Aviation Inspectors,Microsoft Office,43231513,Office suite software,Y
53-6051.01,Aviation Inspectors,Microsoft PowerPoint,43232106,Presentation software,Y
53-6051.01,Aviation Inspectors,Microsoft Word,43232104,Word processing software,Y
53-6051.01,Aviation Inspectors,Robotic workstation software,43232608,Industrial control software,N
53-6051.01,Aviation Inspectors,SAP software,43231602,Enterprise resource planning ERP software,Y
53-6051.01,Aviation Inspectors,SAS software,43232605,Analytical or scientific software,N
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Aspen,43232306,Data base user interface and query software,N
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Commercial driver's license information system CDLIS,43232306,Data base user interface and query software,N
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Diagnostic scanner software,43232605,Analytical or scientific software,N
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Inspection Selection System ISS,43232306,Data base user interface and query software,N
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Law enforcement database software,43232306,Data base user interface and query software,N
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Microsoft Excel,43232110,Spreadsheet software,Y
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Microsoft Office,43231513,Office suite software,Y
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Microsoft Outlook,43233501,Electronic mail software,Y
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Microsoft PowerPoint,43232106,Presentation software,Y
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Microsoft Word,43232104,Word processing software,Y
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Past Inspection Query PIQ,43232306,Data base user interface and query software,N
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Vehicle identification number VIN database,43232306,Data base user interface and query software,N
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Vehicle inspection databases,43232306,Data base user interface and query software,N
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Word processing software,43232104,Word processing software,N
53-6051.08,Freight and Cargo Inspectors,Adobe Systems Adobe Acrobat,43232202,Document management software,Y
53-6051.08,Freight and Cargo Inspectors,Data entry software,43232306,Data base user interface and query software,Y
53-6051.08,Freight and Cargo Inspectors,Email software,43233501,Electronic mail software,N
53-6051.08,Freight and Cargo Inspectors,Microsoft Excel,43232110,Spreadsheet software,Y
53-6051.08,Freight and Cargo Inspectors,Microsoft Office,43231513,Office suite software,Y
53-6051.08,Freight and Cargo Inspectors,Microsoft Word,43232104,Word processing software,Y
53-6051.08,Freight and Cargo Inspectors,Web browser software,43232705,Internet browser software,N
53-6061.00,"Transportation Attendants, Except Flight Attendants",Appointment scheduling software,43232108,Calendar and scheduling software,N
53-6061.00,"Transportation Attendants, Except Flight Attendants",Data entry software,43232306,Data base user interface and query software,Y
53-6061.00,"Transportation Attendants, Except Flight Attendants",Email software,43233501,Electronic mail software,N
53-6061.00,"Transportation Attendants, Except Flight Attendants",Microsoft Office,43231513,Office suite software,Y
53-6061.00,"Transportation Attendants, Except Flight Attendants",Microsoft Windows,43233004,Operating system software,Y
53-6061.00,"Transportation Attendants, Except Flight Attendants",Microsoft Word,43232104,Word processing software,Y
53-6061.00,"Transportation Attendants, Except Flight Attendants",Time tracking software,43231605,Time accounting software,N
53-7011.00,Conveyor Operators and Tenders,Control system software,43232608,Industrial control software,N
53-7011.00,Conveyor Operators and Tenders,Conveyor control software,43232608,Industrial control software,N
53-7011.00,Conveyor Operators and Tenders,Data entry software,43232306,Data base user interface and query software,Y
53-7011.00,Conveyor Operators and Tenders,Intelligrated InControlWare,43231506,Materials requirements planning logistics and supply chain software,N
53-7011.00,Conveyor Operators and Tenders,Microsoft Windows,43233004,Operating system software,Y
53-7011.00,Conveyor Operators and Tenders,Sortation software,43232608,Industrial control software,N
53-7021.00,Crane and Tower Operators,Crane operation control software,43232608,Industrial control software,N
53-7021.00,Crane and Tower Operators,Data entry software,43232306,Data base user interface and query software,Y
53-7021.00,Crane and Tower Operators,Inventory tracking software,43231508,Inventory management software,N
53-7021.00,Crane and Tower Operators,Microsoft Excel,43232110,Spreadsheet software,Y
53-7021.00,Crane and Tower Operators,Microsoft Office,43231513,Office suite software,Y
53-7021.00,Crane and Tower Operators,Microsoft Windows,43233004,Operating system software,Y
53-7031.00,Dredge Operators,Data entry software,43232306,Data base user interface and query software,Y
53-7031.00,Dredge Operators,Global positioning system GPS software,43233511,Mobile location based services software,N
53-7031.00,Dredge Operators,HYPACK DREDGEPACK,43232608,Industrial control software,N
53-7031.00,Dredge Operators,Programmable logic controller PLC software,43232608,Industrial control software,N
53-7031.00,Dredge Operators,Teledyne Odom Hydrographic ODOM eChart,43232306,Data base user interface and query software,N
53-7031.00,Dredge Operators,Trimble HYDROpro,43233506,Map creation software,N
53-7031.00,Dredge Operators,Web browser software,43232705,Internet browser software,N
53-7032.00,Excavating and Loading Machine and Dragline Operators,Email software,43233501,Electronic mail software,N
53-7032.00,Excavating and Loading Machine and Dragline Operators,Google Gmail,43233501,Electronic mail software,N
53-7032.00,Excavating and Loading Machine and Dragline Operators,Machine control systems,43232608,Industrial control software,N
53-7032.00,Excavating and Loading Machine and Dragline Operators,Machine monitoring software,43232608,Industrial control software,N
53-7032.00,Excavating and Loading Machine and Dragline Operators,Microsoft Excel,43232110,Spreadsheet software,Y
53-7032.00,Excavating and Loading Machine and Dragline Operators,Microsoft Office,43231513,Office suite software,Y
53-7032.00,Excavating and Loading Machine and Dragline Operators,Microsoft PowerPoint,43232106,Presentation software,Y
53-7032.00,Excavating and Loading Machine and Dragline Operators,Microsoft Windows,43233004,Operating system software,Y
53-7032.00,Excavating and Loading Machine and Dragline Operators,Microsoft Word,43232104,Word processing software,Y
53-7032.00,Excavating and Loading Machine and Dragline Operators,Spreadsheet software,43232110,Spreadsheet software,N
53-7032.00,Excavating and Loading Machine and Dragline Operators,Word processing software,43232104,Word processing software,N
53-7033.00,"Loading Machine Operators, Underground Mining",Data entry software,43232306,Data base user interface and query software,Y
53-7033.00,"Loading Machine Operators, Underground Mining",Maintenance management software,43232603,Facilities management software,N
53-7033.00,"Loading Machine Operators, Underground Mining",Microsoft Excel,43232110,Spreadsheet software,Y
53-7033.00,"Loading Machine Operators, Underground Mining",Microsoft PowerPoint,43232106,Presentation software,Y
53-7033.00,"Loading Machine Operators, Underground Mining",Microsoft Windows,43233004,Operating system software,Y
53-7033.00,"Loading Machine Operators, Underground Mining",Work time accounting software,43231605,Time accounting software,N
53-7041.00,Hoist and Winch Operators,Data entry software,43232306,Data base user interface and query software,Y
53-7041.00,Hoist and Winch Operators,Microsoft Excel,43232110,Spreadsheet software,Y
53-7041.00,Hoist and Winch Operators,Microsoft Word,43232104,Word processing software,Y
53-7051.00,Industrial Truck and Tractor Operators,Argos Software ABECAS Insight WMS,43231508,Inventory management software,N
53-7051.00,Industrial Truck and Tractor Operators,ATMS StockTrack PLUS,43231508,Inventory management software,N
53-7051.00,Industrial Truck and Tractor Operators,Autodesk AutoCAD,43232604,Computer aided design CAD software,Y
53-7051.00,Industrial Truck and Tractor Operators,BarControl Enterprise Manager iBEM,43231508,Inventory management software,N
53-7051.00,Industrial Truck and Tractor Operators,IntelliTrack Warehouse Management System WMS,43231508,Inventory management software,N
53-7051.00,Industrial Truck and Tractor Operators,Inventory management software,43231508,Inventory management software,N
53-7051.00,Industrial Truck and Tractor Operators,Lilly Software Associates VISUAL DCMS,43231508,Inventory management software,N
53-7051.00,Industrial Truck and Tractor Operators,Microsoft Excel,43232110,Spreadsheet software,Y
53-7051.00,Industrial Truck and Tractor Operators,Microsoft Office,43231513,Office suite software,Y
53-7051.00,Industrial Truck and Tractor Operators,Microsoft Word,43232104,Word processing software,Y
53-7051.00,Industrial Truck and Tractor Operators,Motek Priya,43231508,Inventory management software,N
53-7051.00,Industrial Truck and Tractor Operators,RedPrairie DLx Warehouse,43231508,Inventory management software,N
53-7051.00,Industrial Truck and Tractor Operators,SAP,43231602,Enterprise resource planning ERP software,Y
53-7051.00,Industrial Truck and Tractor Operators,SSA Global Supply Chain Management,43231506,Materials requirements planning logistics and supply chain software,N
53-7051.00,Industrial Truck and Tractor Operators,Symphony GOLD,43231506,Materials requirements planning logistics and supply chain software,N
53-7061.00,Cleaners of Vehicles and Equipment,Bella FSM Auto Detailing Service Software,43232306,Data base user interface and query software,N
53-7061.00,Cleaners of Vehicles and Equipment,BookFresh,43232108,Calendar and scheduling software,N
53-7061.00,Cleaners of Vehicles and Equipment,Green Cloud KleanTRAC,43232306,Data base user interface and query software,N
53-7061.00,Cleaners of Vehicles and Equipment,Inventory tracking software,43231508,Inventory management software,N
53-7061.00,Cleaners of Vehicles and Equipment,Microsoft Windows,43233004,Operating system software,Y
53-7061.00,Cleaners of Vehicles and Equipment,Thoughtful Systems Scheduling Manager for Auto Detailing,43232108,Calendar and scheduling software,N
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Autodesk AutoCAD,43232604,Computer aided design CAD software,Y
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Data entry software,43232306,Data base user interface and query software,Y
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Handheld computer device software,43233004,Operating system software,N
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",IBM Notes,43233501,Electronic mail software,Y
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Inventory tracking software,43231508,Inventory management software,N
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Machine control software,43232608,Industrial control software,N
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Microsoft Excel,43232110,Spreadsheet software,Y
